Address,City,State,Postal Code,Price,Bedrooms,Bathrooms,Parking Spaces,Description,Latitude,Longitude,Image URL,Search Keywords
"1R Nagirroc Rd, Devon Meadows VIC 3977, Australia",Victoria,VIC,3977,$953K,3,3,1,Beautiful residential property located in the heart of Victoria.,-38.175713,145.312183,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.175713,145.312183&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1r', '3977', '3 beds', '3 baths']"
"92 Jumping Creek Rd, Wonga Park VIC 3115, Australia",Victoria,VIC,3115,$1066K,1,3,2,Beautiful residential property located in the heart of Victoria.,-37.734067,145.269091,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.734067,145.269091&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '92', '3115', '1 beds', '3 baths']"
"522-550 Grubb Rd, Wallington VIC 3222, Australia",Victoria,VIC,3222,$307K,4,3,3,Beautiful residential property located in the heart of Victoria.,-38.209348,144.544799,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.209348,144.544799&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '522-550', '3222', '4 beds', '3 baths']"
"200 Edgars Rd, Thomastown VIC 3074, Australia",Victoria,VIC,3074,$743K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.674772,145.000983,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.674772,145.000983&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '200', '3074', '2 beds', '2 baths']"
"41-55 Caravelle Cres, Strathmore Heights VIC 3041, Australia",Victoria,VIC,3041,$672K,4,3,2,Beautiful residential property located in the heart of Victoria.,-37.70962,144.896517,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.70962,144.896517&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '41-55', '3041', '4 beds', '3 baths']"
"15 Steen Ave, Wollert VIC 3750, Australia",Victoria,VIC,3750,$970K,2,1,2,Beautiful residential property located in the heart of Victoria.,-37.613294,145.003908,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.613294,145.003908&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '15', '3750', '2 beds', '1 baths']"
"111A Vere Ct, Deanside VIC 3336, Australia",Victoria,VIC,3336,$983K,3,1,1,Beautiful residential property located in the heart of Victoria.,-37.721581,144.685024,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.721581,144.685024&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '111a', '3336', '3 beds', '1 baths']"
"48 Austin St, Alphington VIC 3078, Australia",Victoria,VIC,3078,$684K,2,3,3,Beautiful residential property located in the heart of Victoria.,-37.780857,145.019901,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.780857,145.019901&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '48', '3078', '2 beds', '3 baths']"
"13A Fore St, Whittlesea VIC 3757, Australia",Victoria,VIC,3757,$1164K,2,2,1,Beautiful residential property located in the heart of Victoria.,-37.514094,145.133165,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.514094,145.133165&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '13a', '3757', '2 beds', '2 baths']"
"1 Smedley Ln, Yarra Glen VIC 3775, Australia",Victoria,VIC,3775,$853K,5,1,2,Beautiful residential property located in the heart of Victoria.,-37.630337,145.394958,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.630337,145.394958&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1', '3775', '5 beds', '1 baths']"
"235 Sheehans Rd, Romsey VIC 3434, Australia",Victoria,VIC,3434,$802K,4,2,3,Beautiful residential property located in the heart of Victoria.,-37.332183,144.78032,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.332183,144.78032&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '235', '3434', '4 beds', '2 baths']"
"38 Bergins Rd, Rowville VIC 3178, Australia",Victoria,VIC,3178,$563K,4,1,3,Beautiful residential property located in the heart of Victoria.,-37.932997,145.235454,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.932997,145.235454&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '38', '3178', '4 beds', '1 baths']"
"72 Viewgrand Dr, Berwick VIC 3806, Australia",Victoria,VIC,3806,$603K,3,2,1,Beautiful residential property located in the heart of Victoria.,-38.067562,145.347231,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.067562,145.347231&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '72', '3806', '3 beds', '2 baths']"
"8 Blair Rd, Derrimut VIC 3026, Australia",Victoria,VIC,3026,$305K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.788863,144.755692,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.788863,144.755692&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '8', '3026', '1 beds', '3 baths']"
"80 Mcmeikans Rd, Yering VIC 3770, Australia",Victoria,VIC,3770,$1063K,1,3,3,Beautiful residential property located in the heart of Victoria.,-37.692656,145.388876,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.692656,145.388876&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '80', '3770', '1 beds', '3 baths']"
"127 Pierce Rd, New Gisborne VIC 3438, Australia",Victoria,VIC,3438,$876K,3,1,2,Beautiful residential property located in the heart of Victoria.,-37.462724,144.619866,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.462724,144.619866&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '127', '3438', '3 beds', '1 baths']"
"102 Martin Rd, Little River VIC 3211, Australia",Victoria,VIC,3211,$537K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.878559,144.465361,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.878559,144.465361&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '102', '3211', '2 beds', '1 baths']"
"1 Cochrane Ct, Wandong VIC 3758, Australia",Victoria,VIC,3758,$705K,3,2,2,Beautiful residential property located in the heart of Victoria.,-37.346915,145.033149,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.346915,145.033149&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1', '3758', '3 beds', '2 baths']"
"30 Glenburnie Rd, Beveridge VIC 3753, Australia",Victoria,VIC,3753,$566K,2,3,3,Beautiful residential property located in the heart of Victoria.,-37.481935,145.028345,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.481935,145.028345&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '30', '3753', '2 beds', '3 baths']"
"100 Greens Ln, Romsey VIC 3434, Australia",Victoria,VIC,3434,$1014K,1,3,3,Beautiful residential property located in the heart of Victoria.,-37.372233,144.757945,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.372233,144.757945&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '100', '3434', '1 beds', '3 baths']"
"12 Dargi Grn, Caroline Springs VIC 3023, Australia",Victoria,VIC,3023,$316K,1,3,2,Beautiful residential property located in the heart of Victoria.,-37.706535,144.739476,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.706535,144.739476&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3023', '1 beds', '3 baths']"
"15 Cheryl Grove, Viewbank VIC 3084, Australia",Victoria,VIC,3084,$1102K,1,1,3,Beautiful residential property located in the heart of Victoria.,-37.740057,145.083825,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.740057,145.083825&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '15', '3084', '1 beds', '1 baths']"
"10 Stawell Rd, Lower Plenty VIC 3093, Australia",Victoria,VIC,3093,$776K,3,2,3,Beautiful residential property located in the heart of Victoria.,-37.744011,145.112476,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.744011,145.112476&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '10', '3093', '3 beds', '2 baths']"
"112 Dickie Rd, Officer VIC 3809, Australia",Victoria,VIC,3809,$1183K,2,2,2,Beautiful residential property located in the heart of Victoria.,-38.039534,145.412708,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.039534,145.412708&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '112', '3809', '2 beds', '2 baths']"
"255 Centre Dandenong Rd, Cheltenham VIC 3192, Australia",Victoria,VIC,3192,$578K,5,2,2,Beautiful residential property located in the heart of Victoria.,-37.969182,145.087408,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.969182,145.087408&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '255', '3192', '5 beds', '2 baths']"
"27 Lentini St, Hoppers Crossing VIC 3029, Australia",Victoria,VIC,3029,$1200K,2,3,2,Beautiful residential property located in the heart of Victoria.,-37.87383,144.725556,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.87383,144.725556&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '27', '3029', '2 beds', '3 baths']"
"66 Bradleys Ln, North Warrandyte VIC 3113, Australia",Victoria,VIC,3113,$397K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.738244,145.209111,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.738244,145.209111&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '66', '3113', '4 beds', '3 baths']"
"120 Link Rd, Melbourne Airport VIC 3045, Australia",Victoria,VIC,3045,$508K,5,2,2,Beautiful residential property located in the heart of Victoria.,-37.696123,144.853453,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.696123,144.853453&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '120', '3045', '5 beds', '2 baths']"
"60 Lance Rd, Diggers Rest VIC 3427, Australia",Victoria,VIC,3427,$675K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.631154,144.729098,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.631154,144.729098&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '60', '3427', '2 beds', '2 baths']"
"75 Winton Dr, Fraser Rise VIC 3336, Australia",Victoria,VIC,3336,$920K,3,2,2,Beautiful residential property located in the heart of Victoria.,-37.715904,144.703534,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.715904,144.703534&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '75', '3336', '3 beds', '2 baths']"
"4 Aries Chase, Kurunjang VIC 3337, Australia",Victoria,VIC,3337,$903K,2,3,3,Beautiful residential property located in the heart of Victoria.,-37.664043,144.583798,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.664043,144.583798&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '4', '3337', '2 beds', '3 baths']"
"7 Mircella Pl, Melton West VIC 3337, Australia",Victoria,VIC,3337,$438K,1,1,2,Beautiful residential property located in the heart of Victoria.,-37.682467,144.564584,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.682467,144.564584&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '7', '3337', '1 beds', '1 baths']"
"119 Greigs Rd, Truganina VIC 3029, Australia",Victoria,VIC,3029,$605K,2,1,3,Beautiful residential property located in the heart of Victoria.,-37.749808,144.694859,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.749808,144.694859&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '119', '3029', '2 beds', '1 baths']"
"40 Old Menzies Creek Rd, Selby VIC 3159, Australia",Victoria,VIC,3159,$1133K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.925694,145.386691,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.925694,145.386691&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '40', '3159', '2 beds', '2 baths']"
"118 Gould St, Frankston VIC 3199, Australia",Victoria,VIC,3199,$389K,4,3,2,Beautiful residential property located in the heart of Victoria.,-38.137984,145.120853,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.137984,145.120853&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '118', '3199', '4 beds', '3 baths']"
"12 Cullinane St, Black Rock VIC 3193, Australia",Victoria,VIC,3193,$533K,3,3,3,Beautiful residential property located in the heart of Victoria.,-37.975034,145.021831,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.975034,145.021831&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3193', '3 beds', '3 baths']"
"161 Kars St, Frankston South VIC 3199, Australia",Victoria,VIC,3199,$1093K,3,1,2,Beautiful residential property located in the heart of Victoria.,-38.16536,145.113564,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.16536,145.113564&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '161', '3199', '3 beds', '1 baths']"
"765 Cardinia Rd, Cardinia VIC 3978, Australia",Victoria,VIC,3978,$467K,2,1,2,Beautiful residential property located in the heart of Victoria.,-38.12796,145.429111,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.12796,145.429111&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '765', '3978', '2 beds', '1 baths']"
"549 Melton Rd, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$628K,2,2,1,Beautiful residential property located in the heart of Victoria.,-37.530806,144.572825,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.530806,144.572825&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '549', '3437', '2 beds', '2 baths']"
"285 Munts Rd, Upper Plenty VIC 3756, Australia",Victoria,VIC,3756,$360K,1,1,1,Beautiful residential property located in the heart of Victoria.,-37.431618,145.037684,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.431618,145.037684&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '285', '3756', '1 beds', '1 baths']"
"165 Riversdale Dr, Tarneit VIC 3029, Australia",Victoria,VIC,3029,$1017K,5,3,2,Beautiful residential property located in the heart of Victoria.,-37.865005,144.653369,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.865005,144.653369&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '165', '3029', '5 beds', '3 baths']"
"134 Ogilvie St, Essendon VIC 3040, Australia",Victoria,VIC,3040,$1159K,5,3,2,Beautiful residential property located in the heart of Victoria.,-37.743717,144.894148,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.743717,144.894148&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '134', '3040', '5 beds', '3 baths']"
"66 Downey Dr, Doreen VIC 3754, Australia",Victoria,VIC,3754,$406K,4,3,2,Beautiful residential property located in the heart of Victoria.,-37.574959,145.134424,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.574959,145.134424&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '66', '3754', '4 beds', '3 baths']"
"44 Josephine St, Werribee VIC 3030, Australia",Victoria,VIC,3030,$817K,1,3,3,Beautiful residential property located in the heart of Victoria.,-37.916124,144.625765,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.916124,144.625765&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '44', '3030', '1 beds', '3 baths']"
"2 Maitland Ave, Kew VIC 3101, Australia",Victoria,VIC,3101,$443K,2,3,1,Beautiful residential property located in the heart of Victoria.,-37.802585,145.061428,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.802585,145.061428&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3101', '2 beds', '3 baths']"
"74A Lake Rd, Blackburn VIC 3130, Australia",Victoria,VIC,3130,$364K,3,1,2,Beautiful residential property located in the heart of Victoria.,-37.828734,145.16216,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.828734,145.16216&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '74a', '3130', '3 beds', '1 baths']"
"7 Wattletree Dr, Taylors Hill VIC 3037, Australia",Victoria,VIC,3037,$391K,3,1,3,Beautiful residential property located in the heart of Victoria.,-37.718169,144.75969,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.718169,144.75969&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '7', '3037', '3 beds', '1 baths']"
"24 Northcote Ave, Balwyn VIC 3103, Australia",Victoria,VIC,3103,$891K,5,2,3,Beautiful residential property located in the heart of Victoria.,-37.817093,145.087715,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.817093,145.087715&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '24', '3103', '5 beds', '2 baths']"
"30 Burgi Hill Rd, Seville VIC 3139, Australia",Victoria,VIC,3139,$641K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.77179,145.443307,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.77179,145.443307&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '30', '3139', '1 beds', '3 baths']"
"484 Gap Rd, Riddells Creek VIC 3431, Australia",Victoria,VIC,3431,$697K,3,3,1,Beautiful residential property located in the heart of Victoria.,-37.425478,144.65208,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.425478,144.65208&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '484', '3431', '3 beds', '3 baths']"
"25A Pedro Rd, Sunbury VIC 3429, Australia",Victoria,VIC,3429,$406K,1,2,3,Beautiful residential property located in the heart of Victoria.,-37.60044,144.762584,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.60044,144.762584&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '25a', '3429', '1 beds', '2 baths']"
"200 Kallista-Emerald Rd, Kallista VIC 3791, Australia",Victoria,VIC,3791,$714K,5,1,3,Beautiful residential property located in the heart of Victoria.,-37.901174,145.412949,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.901174,145.412949&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '200', '3791', '5 beds', '1 baths']"
"480 Balnarring Rd, Tuerong VIC 3915, Australia",Victoria,VIC,3915,$528K,1,1,1,Beautiful residential property located in the heart of Victoria.,-38.294495,145.075366,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.294495,145.075366&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '480', '3915', '1 beds', '1 baths']"
"38 Laurimar Hill Dr, Doreen VIC 3754, Australia",Victoria,VIC,3754,$471K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.575899,145.1407,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.575899,145.1407&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '38', '3754', '1 beds', '2 baths']"
"6 Coupling Way, Glenroy VIC 3046, Australia",Victoria,VIC,3046,$796K,1,2,1,Beautiful residential property located in the heart of Victoria.,-37.697913,144.913165,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.697913,144.913165&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '6', '3046', '1 beds', '2 baths']"
"45 Eagles Nest Rd, Arthurs Creek VIC 3099, Australia",Victoria,VIC,3099,$878K,1,1,1,Beautiful residential property located in the heart of Victoria.,-37.576035,145.217594,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.576035,145.217594&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '45', '3099', '1 beds', '1 baths']"
"4 Jersey Wy, Kilmore VIC 3764, Australia",Victoria,VIC,3764,$655K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.315007,144.954176,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.315007,144.954176&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '4', '3764', '2 beds', '1 baths']"
"18 Park St, Epping VIC 3076, Australia",Victoria,VIC,3076,$524K,2,3,2,Beautiful residential property located in the heart of Victoria.,-37.640649,145.029386,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.640649,145.029386&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '18', '3076', '2 beds', '3 baths']"
"270 Bungower Rd, Moorooduc VIC 3933, Australia",Victoria,VIC,3933,$1037K,1,1,3,Beautiful residential property located in the heart of Victoria.,-38.23248,145.129675,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.23248,145.129675&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '270', '3933', '1 beds', '1 baths']"
"60 Rifle Range Rd, Werribee South VIC 3030, Australia",Victoria,VIC,3030,$548K,5,2,1,Beautiful residential property located in the heart of Victoria.,-37.933334,144.736543,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.933334,144.736543&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '60', '3030', '5 beds', '2 baths']"
"28 Days Track, Hesket VIC 3442, Australia",Victoria,VIC,3442,$534K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.365092,144.616507,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.365092,144.616507&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '28', '3442', '2 beds', '1 baths']"
"3 Montana Grove, Selby VIC 3159, Australia",Victoria,VIC,3159,$921K,3,3,1,Beautiful residential property located in the heart of Victoria.,-37.919105,145.367773,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.919105,145.367773&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '3', '3159', '3 beds', '3 baths']"
"93R Miles Grove, Seaford VIC 3198, Australia",Victoria,VIC,3198,$499K,2,3,1,Beautiful residential property located in the heart of Victoria.,-38.113737,145.136724,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.113737,145.136724&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '93r', '3198', '2 beds', '3 baths']"
"6 Brook Dr, Altona VIC 3018, Australia",Victoria,VIC,3018,$562K,1,1,1,Beautiful residential property located in the heart of Victoria.,-37.859549,144.818308,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.859549,144.818308&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '6', '3018', '1 beds', '1 baths']"
"260 Middle Hut Rd, Doreen VIC 3754, Australia",Victoria,VIC,3754,$852K,5,2,2,Beautiful residential property located in the heart of Victoria.,-37.583955,145.167499,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.583955,145.167499&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '260', '3754', '5 beds', '2 baths']"
"24 Medhurst Rd, Gruyere VIC 3770, Australia",Victoria,VIC,3770,$945K,3,2,2,Beautiful residential property located in the heart of Victoria.,-37.718417,145.457862,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.718417,145.457862&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '24', '3770', '3 beds', '2 baths']"
"1227 Melbourne-Lancefield Rd, Clarkefield VIC 3430, Australia",Victoria,VIC,3430,$588K,3,1,3,Beautiful residential property located in the heart of Victoria.,-37.488528,144.754982,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.488528,144.754982&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1227', '3430', '3 beds', '1 baths']"
"85 Glenburnie Rd, Beveridge VIC 3753, Australia",Victoria,VIC,3753,$448K,3,3,1,Beautiful residential property located in the heart of Victoria.,-37.481024,145.035198,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.481024,145.035198&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '85', '3753', '3 beds', '3 baths']"
"651 Argoona Rd, Little River VIC 3211, Australia",Victoria,VIC,3211,$357K,3,3,3,Beautiful residential property located in the heart of Victoria.,-37.878467,144.482129,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.878467,144.482129&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '651', '3211', '3 beds', '3 baths']"
"4 Dalton St, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$312K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.496288,144.583164,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.496288,144.583164&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '4', '3437', '4 beds', '3 baths']"
"26A Saxonwood Dr, Narre Warren VIC 3805, Australia",Victoria,VIC,3805,$795K,1,2,3,Beautiful residential property located in the heart of Victoria.,-38.031921,145.309307,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.031921,145.309307&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '26a', '3805', '1 beds', '2 baths']"
"90 The Terrace, Ocean Grove VIC 3226, Australia",Victoria,VIC,3226,$558K,4,3,1,Beautiful residential property located in the heart of Victoria.,-38.268149,144.525512,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.268149,144.525512&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '90', '3226', '4 beds', '3 baths']"
"23 Wilkinson Cres, Bellfield VIC 3081, Australia",Victoria,VIC,3081,$495K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.750968,145.036739,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.750968,145.036739&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '23', '3081', '2 beds', '2 baths']"
"6 Mernda Rd, Olinda VIC 3788, Australia",Victoria,VIC,3788,$860K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.873796,145.381448,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.873796,145.381448&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '6', '3788', '4 beds', '3 baths']"
